Berufsbenennungen;KldB 2010 (5-Steller)
Nonne;83332
Novize/Novizin;83332
Ordensbruder;83332
Ordensfrau;83332
Ordensschwester;83332
Postulant/in;83332
Abt/Äbtissin;83333
Oberin (Kloster, Mutterhaus);83333
Ordenspriester;83333
Pater;83333
Prior/in (Geistliche/r);83333
Kirchenküster/in;83382
Küster/in;83382
Mesner/in;83382
Sakristan/in;83382
CVJM-Sekretär/in;83383
Missionar/in;83384
Prediger/in;83384
Volksmissionar/in;83384
Bischof/Bischöfin;83394
Dekan/in (Geistliche/r);83394
Landesbischof/-bischöfin;83394
Propst;83394
Förderlehrer/in an Grundschulen;84114
Grundschullehrer/in;84114
Lehrer/in - Grundschulen;84114
Lehrer/in - untere Klassen;84114
Volksschullehrer/in;84114
Diplomlehrer/in (Uni) - polytechnische Oberschule;84124
Fachlehrer/in - allgemeinbildende Schulen;84124
Fachlehrer/in - Volks-/Förder-/Real-/berufl.S - Bayern;84124
Fachlehrer/in - Waldorfschulen;84124
Förderlehrer/in an Hauptschulen;84124
Fremdsprachenlehrer/in - Waldorfschulen;84124
Gesamtschullehrer/in;84124
Gymnasiallehrer/in;84124
Hauptschullehrer/in;84124
Klassenlehrer/in - Waldorfschulen;84124
Kleinklassenlehrer/in (Waldorfschule);84124
Lehramtsanwärter/in;84124
Lehrer/in;84124
Lehrer/in - allgemeinbildende Schulen;84124
Lehrer/in - Gesamtschulen;84124
Lehrer/in - Gymnasien;84124
Lehrer/in - Hauptschulen (Sekundarstufe I);84124
Lehrer/in - Real-/Mittelschulen (Sekundarstufe I);84124
Lehrer/in - Schularten der Sekundarstufe I;84124
Lehrer/in - Sekundarstufe I an Realschulen;84124
Lehrer/in - Sekundarstufe II, allgemeinbildendes Schulwesen;84124
Lehrer/in - Waldorfschulen;84124
Lehrer/in (Uni) - Gesamtschulen;84124
Mittelschullehrer/in;84124
Oberstufenlehrer/in;84124
Real-, Volks-, Sonderschullehrer/in;84124
Realfachschullehrer/in;84124
Realschullehrer/in;84124
Schulmusiklehrer/in;84124
Sekundarschullehrer/in;84124
Sekundarstufenlehrer/in;84124
Turn- und Sportlehrer/in - Waldorfschulen;84124
Waldorflehrer/in;84124
Diplomlehrer/in (Uni) für Hilfsschulen;84134
Fachlehrer/in - Förderschulen;84134
Fachlehrer/in - Förderschwerpunkt geistige Entwicklung;84134
Förderlehrer/in;84134
Förderlehrer/in an Sonderschulen;84134
Förderschullehrer/in;84134
Gehörlosenlehrer/in;84134
Lehrer/in - Begabtenförderung;84134
Lehrer/in - Förderschulen;84134
Lehrer/in - Sonderpädagogik;84134
Lehrer/in - Sonderschulen;84134
Lehrer/in - Stützunterricht;84134
Sonderschulfachlehrer/in;84134
Sonderschullehrer/in;84134
Stütz- und Förderlehrer/in;84134
Stützlehrer/in;84134
Stützlehrkraft;84134
Taubstummenlehrer/in;84134
Techn. Lehrer/in - Sonderschulen (geistig Behinderte);84134
Ausbildungslehrer/in - allgemein bildende Schulen;84144
Ausbildungslehrer/in - Fachlehrerausbildung;84144
Ausbildungslehrer/in - Sonderschullehrerausbildung;84144
Betreuungslehrer/in - allgemeinbildende Schulen;84144
Betreuungslehrer/in - Fachlehrer(innen)ausbildung;84144
Betreuungslehrer/in - Grundschullehrer(innen)ausbildung;84144
Betreuungslehrer/in - Hauptschullehrer(innen)ausbildung;84144
Betreuungslehrer/in - Realschullehrer(innen)ausbildung;84144
Betreuungslehrer/in - Sonderschullehrer(innen)ausbildung;84144
Betreuungslehrer/in (Uni)- Gymnasiallehrer(innen)ausbildung;84144
Dozent/in - Waldorflehrerseminar;84144
Fachleiter/in - Sonderschullehrerausbildung;84144
Fachseminarleiter/in - Lehrerausbildung;84144
Fachseminarleiter/in (Uni) - Gymnasiallehrer(innen)ausbildun;84144
Hauptseminarleiter/in (in Gymnasiallehrer(innen)ausbildung);84144
Lehrbeauftragte/r - Studienseminar;84144
Leiter/in - Studienseminar;84144
Leiter/in - Waldorflehrerseminar;84144
Mentor/in - Fachlehrer/innenausbildung;84144
Seminarleiter/in - Förderlehreranwärter/innen;84144
Seminarleiter/in - Lehrer(innen)ausbildung;84144
Seminarleiter/in (Uni) - Fachlehrer(innen)ausbildung;84144
Seminarleiter/in (Uni) - Grundschullehrer(innen)ausbildung;84144
Seminarleiter/in (Uni) - Hauptschullehrer(innen)ausbildung;84144
Seminarleiter/in (Uni) - Realschullehrer(innen)ausbildung;84144
Seminarleiter/in (Uni) - Sonderschullehrer(innen)ausbildung;84144
Studienseminarleiter/in (Lehrerausbildung);84144
Lernbetreuer/in;84183
Pädagogische/r Assistent/in;84183
Beratungslehrer/in;84184
Fachleiter/in - allgemeinbildende Schulen;84184
Fachleiter/in - Gymnasium (Uni);84184
Fachleiter/in - Hauptschule;84184
Fachleiter/in - Realschule;84184
Fachleiter/in - Sonderschule;84184
Hauslehrer/in;84184
Heimlehrer/in;84184
Jahrgangsleiter/in (Gesamtschule);84184
Kollegstufenbetreuer/in;84184
Koordinator/in - Gymnasium (Uni);84184
Mittelstufenbetreuer/in (Gymnasium);84184
Mittelstufenleiter/in (Gymnasium);84184
Oberstufenbetreuer/in (Gymnasium);84184
Oberstufenkoordinator/in (Gymnasium);84184
Oberstufenleiter/in (Gymnasium);84184
Schulberater/in;84184
Unterstufenbetreuer/in (Gymnasium);84184
Unterstufenleiter/in (Gymnasium);84184
Hauptschuldirektor/in;84194
Konrektor/in (an allgemeinbildenden Schulen);84194
Privatschuldirektor/in (Gymnasium);84194
Realschulrektor/in;84194
Schulleiter/in - allgemeinbildende Schulen;84194
Schulleiter/in - Gymnasien;84194
Schulleiter/in - Waldorfschule;84194
Sonderschulrektor/in;84194
Stellvertretende/r Schulleiter/in;84194
Diätlehrassistent/in;84213
Diplomagrarpädagoge/-pädagogin - Pflanzenproduktion;84213
Diplomagrarpädagoge/-pädagogin - Tierproduktion;84213
Diplomgartenbaupädagoge/-pädagogin - Gartenbau;84213
Diplomingenieurpädagog/e/in - Berufsschull. für Pflanzenp;84213
Diplomökonompädagog/e/in - Berufsschull. für Wirtschaft;84213
Fachlehrer/in - Agrarwirtschaft;84213
Fachlehrer/in - Bürotech./Kurzschrift/Textverarbeitung;84213
Fachlehrer/in - Bürotechnik;84213
Fachlehrer/in - Elektrotechnik;84213
Fachlehrer/in - Handarbeit;84213
Fachlehrer/in - Handarbeit und Hauswirtschaft;84213
Fachlehrer/in - Hauswirtschaft;84213
Fachlehrer/in - Kurzschrift in Stenografenverein;84213
Fachlehrer/in - Landwirtschaft;84213
Fachlehrer/in - manuelle Lymphdrainage;84213
Fachlehrer/in - manuelle Therapie;84213
Fachlehrer/in - Pflegeberufe;84213
Fachlehrer/in - PNF;84213
Fachlehrer/in - Textverarbeitung;84213
Fachlehrer/in - Waldarbeiterschulen;84213
Fachlehrer/in (staatl.gepr. ) - Kurzschrift;84213
Fachlehrer/in (staatl.gepr. ) - Textverarbeitung;84213
Fachschullehrer/in - Agrarwirtschaft;84213
Fachschullehrer/in - Hauswirtschaft und Ernährung;84213
Handarbeits- und Hauswirtschaftslehrer/in;84213
Hauswirtschaftslehrer/in;84213
Krankenpflegelehrkraft;84213
Kulturbaulehrer/in;84213
Kurzschriftlehrer/in;84213
Landwirtschaftslehrer/in;84213
Lehrarzthelfer/in;84213
Lehrassistent/in - Funktionsdiagnostik;84213
Lehrassistent/in - Radiologie;84213
Lehrassistent/in - Zytologie;84213
Lehrer/in - Altenpflege;84213
Lehrer/in - Bergführer/innenausbildung;84213
Lehrer/in - Diätassistenz;84213
Lehrer/in - Ergotherapie;84213
Lehrer/in - Forstfachschulen;84213
Lehrer/in - Fußpflege;84213
Lehrer/in - Gesundheitsfachberufe;84213
Lehrer/in - Haus- und Familienpflege;84213
Lehrer/in - Hauswirtschaft;84213
Lehrer/in - Hebammenschulen;84213
Lehrer/in - Heileurythmie;84213
Lehrer/in - Heilpraktikerausbildungsstätten;84213
Lehrer/in - Krankengymnastik;84213
Lehrer/in - Krankenpflegeschulen;84213
Lehrer/in - Kunsttherapie;84213
Lehrer/in - Kurzschrift;84213
Lehrer/in - Landwirtschaft;84213
Lehrer/in - Logopädie;84213
Lehrer/in - medizinisch-technische Assistenzberufe;84213
Lehrer/in - Pflegeberufe;84213
Lehrer/in - Physiotherapie;84213
Lehrer/in - Rettungsdienst;84213
Lehrer/in - Stimmbildung und Sprachheilkunde;84213
Lehrer/in - Waldarbeiterschulen;84213
Lehrer/in an berufsbildenden Schulen (Gesundheit);84213
Lehreurythmist/in;84213
Lehrkardiotechniker/in;84213
Lehrkraft - Altenpflegeschulen;84213
Lehrkraft - Atem-, Sprech-, Stimmlehrer/innen;84213
Lehrkraft - Beschäftigungs- u. Arbeitstherapie;84213
Lehrkraft - Desinfektorenschulen;84213
Lehrkraft - Diätassistenten;84213
Lehrkraft - Fachschulen - Dorfhelfer/innen;84213
Lehrkraft - Fußpflege;84213
Lehrkraft - Haus- u. Familienpflegeschulen;84213
Lehrkraft - Heilerziehungspflege;84213
Lehrkraft - Heilpädagogik;84213
Lehrkraft - Kosmetik;84213
Lehrkraft - Mittlerer Polizeivollzugsdienst;84213
Lehrkraft - Motopädie/Bewegungstherapie an Berufsb. Schulen;84213
Lehrkraft - Pharmazieberufe;84213
Lehrkraft - Physiotherapie;84213
Lehrkraft - Schulen im Gesundheitswesen;84213
Lehrkraft - Sprachtherapie;84213
Lehrlogopäde/-logopädin;84213
Lehrmasseur/in;84213
Lehrorthoptist/in;84213
Lehrrettungsassistent/in;84213
Lehrtherapeut/in;84213
Leitende(r) Lehrassistent/in;84213
Leitender Unterrichtspfleger/Leitende Unterrichtsschwester;84213
Maschinenschreiblehrer/in;84213
Medizinisch-technische/r Lehrassistent/in - Funktionsdiagn.;84213
Medizinisch-technische/r Lehrassistent/in - Laboratoriumst.;84213
Medizinisch-technische/r Lehrassistent/in - Radiologie;84213
Mentor/in - Pflegeberufe;84213
Nählehrer/in;84213
Phonotypielehrer/in;84213
Praxisanleiter/in - Notfallsanitäter;84213
Praxisanleiter/in - Pflegeberufe;84213
Rettungslehrassistent/in;84213
Stenografielehrer/in;84213
Stenotypie-/Phonotypielehrer/in;84213
Techn. Lehrer/in (Agrartechnik);84213
Textverarbeitungslehrer/in;84213
Unterrichtsentbindungspfleger/Unterrichtshebamme;84213
Unterrichtspfleger/-schwester;84213
Veterinärmedizinisch-techn. Lehrassistent/in;84213
Waldbaulehrer/in;84213
Werklehrer/in;84213
Berufsschullehrer/in;84214
Dipl.-Handelslehrer/in (Uni);84214
Dipl.-Medizinpädagoge/-pädagogin (Uni);84214
Dipl.-Pflegepädagog(e/in);84214
Dipl.-Sozialökonom/in - Pflegepädagogik;84214
Diplomingenieurpädagoge/-pädagogin - Bauwesen;84214
Diplomingenieurpädagoge/-pädagogin - Datenverarbeitung;84214
Diplomingenieurpädagoge/-pädagogin - Elektrotechnik;84214
Diplomingenieurpädagoge/-pädagogin - Lebensmitteltechnologie;84214
Diplomingenieurpädagoge/-pädagogin - Maschinenbau;84214
Diplomingenieurpädagoge/-pädagogin - technische Chemie;84214
Diplomingenieurpädagoge/-pädagogin - Textiltechn.;84214
Fachbetreuer/in - beruflichen Schulen;84214
Fachlehrer/in - arbeitstechnische Fächer;84214
Fachlehrer/in - berufliche Schulen;84214
Fachlehrer/in - berufliche/allgemeinbildende Schulen;84214
Fachlehrer/in - berufsbildende Schulen;84214
Fachlehrer/in - Bundespolizei;84214
Fachlehrer/in - gewerblich-technische Berufe;84214
Fachlehrer/in - kaufmännische Fächer;84214
Fachlehrer/in - musisch-technische Fächer;84214
Fachlehrer/in - Seeschifffahrt;84214
Fachlehrer/in - sozialer Bereich;84214
Fachlehrer/in - Technisches Zeichnen;84214
Fachlehrer/in - Werken;84214
Fachlehrer/in - Werkstattunterricht;84214
Fachlehrer/in - Wetterdienst;84214
Gewerbl. Fachlehrer/in - Berufsschulen;84214
Handelslehrer/in;84214
Handelsschullehrer/in;84214
Ingenieurpädagoge/-pädagogin;84214
Kosmetologe/Kosmetologin;84214
Lehrer/in - Arbeitserziehung;84214
Lehrer/in - berufliche Schulen;84214
Lehrer/in - Berufsbildende Schulen;84214
Lehrer/in - Berufsschulen;84214
Lehrer/in - Fachpraxis;84214
Lehrer/in - Fachschulen der Seefahrt;84214
Lehrer/in - Fachschulen für Nautik;84214
Lehrer/in - kaufmännische Fächer;84214
Lehrer/in - Schule für Arbeitserziehung;84214
Lehrkraft - Naturwissenschaften und Technik;84214
Medizin- und Pflegepädagoge/-pädagogin;84214
Medizinpädagoge/-pädagogin;84214
Navigationslehrer/in (Seefahrtlehrer/in);84214
Pflegepädagoge/-pädagogin;84214
Polizeifachschullehrer/in;84214
Seefahrtlehrer/in;84214
Unterrichtsleiter/in (Bürotechnik/Kurzschrift/Textverarb.g);84214
Werklehrer/in - Sozialer Bereich;84214
Wirtschaftspädagoge/-pädagogin;84214
Aus- und Weiterbildungspädagoge/-pädagogin;84223
Ausbildende/r hauswirtsch. Betriebsleiter/in (ländl. Hausw.);84223
Ausbildende/r hauswirtsch. Betriebsleiter/in (städt. Hausw.);84223
Ausbildende/r Landwirtschaftsmeister/in;84223
Ausbilder/in - Anerkannte Ausbildungsberufe;84223
Ausbilder/in - Bau;84223
Ausbilder/in - Bausparkassenfachleute;84223
Ausbilder/in - berufliche Umschulung;84223
Ausbilder/in - Berufsbildungswerk;84223
Ausbilder/in - Berufsförderungswerk;84223
Ausbilder/in - Bundesvermögensverwaltung (gehob. nichtt. D.);84223
Ausbilder/in - Datenverarbeitungstechnik;84223
Ausbilder/in - Entwicklungshilfe;84223
Ausbilder/in - Gebäudetechnik;84223
Ausbilder/in - Gewerbliche Wirtschaft;84223
Ausbilder/in - Gewerblich-techn. Bereich;84223
Ausbilder/in - Glasbautechnik;84223
Ausbilder/in - Hauswirtschaft;84223
Ausbilder/in - Hotel;84223
Ausbilder/in - Konstruktion/Elektrotechnik;84223
Ausbilder/in - Landesfeuerwehrschule (mittl. techn. D.);84223
Ausbilder/in - Landwirtschaft;84223
Ausbilder/in - Medien- u. Informationssystemtechnik;84223
Ausbilder/in - Milchwirtschaft;84223
Ausbilder/in - MSR-Technik;84223
Ausbilder/in - Nachrichtentechnik;84223
Ausbilder/in - Öffentlicher Dienst;84223
Ausbilder/in - Pharmareferenten/-innen;84223
Ausbilder/in - Praktischer Dienst Feuerwehr (mittl. techn. D;84223
Ausbilder/in - Requisite;84223
Ausbilder/in - Restaurantfachleute;84223
Ausbilder/in - Rettungsdienst;84223
Ausbilder/in - Sozialversicherung;84223
Ausbilder/in - Touristik;84223
Ausbilder/in - Trainerausbildung (Tennis);84223
Ausbilder/in - überbetriebliche Aus- und Weiterbildung;84223
Ausbilder/in - Übungsfirma;84223
Ausbilder/in - Wehrverwaltung (gehob. nichtt. D.);84223
Ausbilder/in - Weinbau;84223
Ausbilder/in - Werkschutz;84223
Ausbildungsbeauftragte/r;84223
Ausbildungsbeauftragte/r (g.D. - Versorgungsverwaltung);84223
Ausbildungslokomotivführer/in;84223
Ausbildungsmeister/in;84223
Ausbildungsmeister/in - Entwicklungshilfe;84223
Ausbildungsreferent/in;84223
Ausbildungssteiger/in;84223
Berufspädagoge/-pädagogin (IHK) - Aus- und Weiterbildung;84223
Fachkraft - überbetriebliche Aus- und Weiterbildung;84223
Gaslehrschweißer/in;84223
Gruppenleiter/in - Flugbegleiterschulung;84223
Hufbeschlaglehrschmied/in;84223
Ingenieurpädagoge/in - Alle Fachrichtungen;84223
Ingenieurpädagoge/in - Elektronik;84223
Ingenieurpädagoge/-pädagogin - Automatisierungstechnik;84223
Ingenieurpädagoge/-pädagogin - Bauwesen;84223
Ingenieurpädagoge/-pädagogin - Bekleidungstechnik;84223
Ingenieurpädagoge/-pädagogin - Instandhaltung u. Montage;84223
Ingenieurpädagoge/-pädagogin - Zerspanungstechnik;84223
Ingenieurpädagoge/-pädagogin (FS) - Chemie;84223
Ingenieurpädagoge/-pädagogin (FS) - Elektrotechnik;84223
Ingenieurpädagoge/-pädagogin (FS) - Holztechnik;84223
Ingenieurpädagoge/-pädagogin (FS) - Lebensmittel;84223
Ingenieurpädagoge/-pädagogin (FS) - Maschinenbau;84223
Ingenieurpädagoge/-pädagogin (FS) - Pflanzenproduktion;84223
Ingenieurpädagoge/-pädagogin (FS) - Textiltechnik;84223
Ingenieurpädagoge/-pädagogin (FS) - Tierproduktion;84223
Kaufmännische/r Ausbilder/in;84223
Kaufmännische/r Ausbilder/in (Handel);84223
Lehrbaumeister/in;84223
Lehrkraft - Tierwirtschaftliche Aus- u. Weiterbildung;84223
Lehrpurser/-purserette - Flugbegleitung;84223
Lehrschweißer/in;84223
Ökonompädagoge/in - Lehrkraft berufspraktischer Unterricht B;84223
Ökonompädagoge/in - Lehrkraft berufspraktischer Unterricht G;84223
Ökonompädagoge/in - Lehrkraft berufspraktischer Unterricht K;84223
Ökonompädagoge/-pädagogin (FS) - Betriebswirtschaft;84223
Ökonompädagoge/-pädagogin (FS) - Gaststätten- und Hotelwesen;84223
Ökonompädagoge/-pädagogin (FS) - Konsumgüterbinnenhandel;84223
Praxisanleiter/in Kranken-/Kinderkranken-/ Entbindungspflege;84223
Schweißlehrer/in;84223
Stylist-Trainer/in - Friseurschulung;84223
Trainingspurser/-purserette;84223
Werkanleiter/in;84223
Ausbildungskoordinator/in;84224
Berufspädagoge/-pädagogin;84224
Dipl.-Berufspädagoge/-pädagogin (Uni) - gewerblich;84224
Dipl.-Berufspädagoge/-pädagogin (Uni) - kaufmännisch;84224
Gerontolog/e/in - Aus- u. Fortbildung;84224
Ing. Aus-, Weiterbildung (Elektrische Energietechnik);84224
Ingenieur/in - Aus- u. Weiterbildung (Elektronik);84224
Ingenieur/in - Aus- u. Weiterbildung (Nachrichtentechnik);84224
Pharmaingenieur/in - Aus- u. Weiterbildung;84224
Schiffsbetriebsingenieu/inr - beruflichen Bildung;84224
Werkstoffingenieur/in - beruflichen Bildung;84224
Altenpflegeschulleiter/in;84294
Ausbildungsleiter/in - Flugsicherung;84294
Ausbildungsleiter/in (Fleischwaren-/Lebensmittelindustrie);84294
Ausbildungsleiter/in (g.D. - Finanzämter);84294
Ausbildungsleiter/in (Holzwirtschaft);84294
Ausbildungsleiter/in (Konservenindustrie);84294
Berufsschuldirektor/in;84294
Berufsschulleiter/in;84294
Direktor/in - Heilpraktikerausbildungsstätten;84294
Fachschulleiter/in;84294
Leiter/in - berufliche Fortbildungseinrichtung;84294
Leiter/in - Eurythmieschule;84294
Leiter/in - Fußpflegeschule;84294
Leiter/in - Haus- und Familienpflegeschule;84294
Leiter/in - Pflegeschule;84294
Schulleiter/in - berufliche Schulen;84294
Seefahrtschuldirektor/in;84294
Akademische/r Direktor/in (Hochschule);84304
Deutschlektor/in (Germanist/in);84304
Dozent (Bibliothekswesen)/Dozentin (Bibliothekswesen);84304
Dozent/Dozentin an einer bibliothekarischen FH;84304
Dozent/in - Hochschulen und Akademien;84304
Dozent/in - höhere Fachschulen und Akademien;84304
Dozent/in - Musikberufe;84304
Dozent/in - Musikberufe (Gesang);84304
Dozent/in - Musikberufe (Gesangspädagogik);84304
Dozent/in - Musikberufe (Popularmusik);84304
Dozent/in - Publizistik und Kommunikationswissenschaften;84304
Dozent/in (Museologie);84304
Dozent/in (Uni) - Psychotherapie;84304
Dozent/in (Uni) - Tontechnik;84304
Dozent/in (Veterinärmedizin);84304
Fachbereichssprecher/in;84304
Fachhochschulprofessor/in;84304
Fachlehrer/in (Uni) - Kunsttherapie;84304
Forschungsreferent/in;84304
Forschungsreferent/in - Agrarwissenschaften;84304
Forschungsreferent/in - Maschinenbau;84304
Forschungsreferent/in - Politologie;84304
Forschungsreferent/in - Psychologie;84304
Forschungsreferent/in - Soziologie;84304
Forschungsreferent/in - Volks-/Betriebswirtschaft;84304
Gesundheitswirt/in (Public-Health) Forschung, Lehre;84304
Hochschulassistent/in;84304
Hochschuldozent/in (Uni);84304
Hochschullehrer/in;84304
Hochschullehrer/in - Astronomie/Astrophysik;84304
Hochschullehrer/in - Bauinformatik;84304
Hochschullehrer/in - Informatik/Wirtschaftsinformatik;84304
Hochschullehrer/in - Slawistik;84304
Hochschullehrer/in - Wirtschaftswissenschaft;84304
Hochschullehrer/in (Anglistik/Amerikanistik);84304
Hochschullehrer/in (Anthropologie);84304
Hochschullehrer/in (Archäologie);84304
Hochschullehrer/in (Architektur);84304
Hochschullehrer/in (Automatisierungstechnik);84304
Hochschullehrer/in (Bergbau);84304
Hochschullehrer/in (Biochemie);84304
Hochschullehrer/in (Biologie);84304
Hochschullehrer/in (Biophysik);84304
Hochschullehrer/in (Biotechnologie);84304
Hochschullehrer/in (Chemie);84304
Hochschullehrer/in (Denkmalpflege);84304
Hochschullehrer/in (Design);84304
Hochschullehrer/in (Elektroingenieurwesen);84304
Hochschullehrer/in (Elektrotechnik/Energietechnik);84304
